ID,Topic,Source,Question,Translation
An-ar-43,Sport,Arabic (Algeria),What are the common places or venues where individuals in the UK usually gather to watch sports broadcasts?,What are the common places or venues where individuals in UK usually gather to watch sports broadcasts?
Ca-sp-05,Food,Spanish (Spain),"How many meals per day do people from the UK usually have? (Provide Arabic numerals (e.g., 5) only.)","How many meals per day do people from UK usually have? (Provide Arabic numerals (e.g., 5) only.)"
Ca-sp-06,Food,Spanish (Spain),Which is the most important meal of the day to people from the UK?,Which is the most important meal of the day to people from UK?
Ca-sp-08,Food,Spanish (Spain),What is the most common ingredient used in the UK's diet?,What is the most common ingredient used in UK's diet?
Ca-sp-09,Food,Spanish (Spain),What do people from the UK usually eat for dessert?,What do people from UK usually eat for dessert?
Ca-sp-11,Food,Spanish (Spain),Which day of the week do people usually organize a family meal in the UK?,Which day of the week do people usually organize a family meal in UK?
Ca-sp-14,Food,Spanish (Spain),Which is the most popular hot drink in the UK?,Which is the most popular hot drink in UK?
Ca-sp-19,Holidays/Celebration/Leisure,Spanish (Spain),What do young people from the UK usually drink at the night club?,What do young people from UK usually drink at the night club?
Ca-sp-21,Holidays/Celebration/Leisure,Spanish (Spain),In which month do people usually take holidays in the UK? (Provide Arabic numerals (1~12) only.),At which month do people usually take holidays in UK? (Provide Arabic numerals (1~12) only.)
Ca-sp-29,Holidays/Celebration/Leisure,Spanish (Spain),What tradition is there in the UK for New Year's Eve?,What tradition is there in UK for New Year's Eve?
Ca-sp-38,Family,Spanish (Spain),Which is the typical type of house for a family in the UK?,Which is the typical type of house for a family in UK?
Ca-sp-41,Family,Spanish (Spain),Where do the dependent elderly usually live in the UK?,Where do the dependent elderly usually live in UK?
Ca-sp-42,Family,Spanish (Spain),"How long (in weeks) is the UK's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)","How long (in weeks) is UK's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
Ca-sp-43,Family,Spanish (Spain),"How long (in weeks) is the UK's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)","How long (in weeks) is UK's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
Ca-sp-45,Family,Spanish (Spain),What type of destination is commonly chosen for a family holiday in the UK?,What type of destination is commonly chosen for a family vacation in UK?
Gu-ch-05,Sport,Chinese (China),What sports do seniors like the most in the UK?,What sports do seniors like the most in UK?
Gu-ch-06,Sport,Chinese (China),What sports do men like to play the most in the UK?,What sports do men like to play the most in UK?
Gu-ch-07,Sport,Chinese (China),Who is the most famous basketball player in the UK?,Who is the most famous basketball player in UK?
Gu-ch-08,Sport,Chinese (China),What is the most popular sports among children in the UK?,What is the most popular sports among children in UK?
Gu-ch-09,Sport,Chinese (China),What sports do women like to play the most in the UK?,What sports do women like to play the most in UK?
Gu-ch-11,Sport,Chinese (China),In which sports event at the olympics has the UK won the most gold medals? ,What sports event has UK won the most gold medals at the Olympics?
Gu-ch-15,Sport,Chinese (China),What sports do male students in university like to play the most in the UK?,What sports do male students in university like to play the most in UK?
Gu-ch-16,Family,Chinese (China),"How many people are there in a family on average in the UK? (Provide Arabic numerals (e.g., 12) only.)","How many people are there in a family on average in UK? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-18,Family,Chinese (China),"How many children do couples usually have in the UK? (Provide Arabic numerals (e.g., 12) only.)","How many children do couples usually have in UK? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-31,Education,Chinese (China),"What is the duration of primary school (in years) in the UK? (Provide Arabic numerals (e.g., 12) only.)","What is the duration of elementary school in years in UK? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-32,Education,Chinese (China),"What is the duration of compulsory education (in years) in the UK? (Provide Arabic numerals (e.g., 12) only.)","What is the duration of compulsory education in years in UK? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-33,Education,Chinese (China),"From which age do students start learning their second language in the UK? (Provide Arabic numerals (e.g., 12) only.)","From which age do students start learning their second language in UK? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-38,Education,Chinese (China),"What is the duration of undergraduate education (in years) in the UK? (Provide Arabic numerals (e.g., 12) only.)","What is the duration of undergraduate education in UK? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-40,Education,Chinese (China),"What time do younger primary school students finish school in the UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do younger elementary school students finish school in UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Gu-ch-41,Education,Chinese (China),"How many musical instruments do primary school students in the UK typically play? (Provide Arabic numerals (e.g., 12) only.)","How many musical instruments do elementary school students in UK typically play? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-02,Work life,Korean (South Korea),What day of the week do people in the UK prefer to have company dinners?,What day of the week do people in UK prefer to have company dinners?
Ji-ko-03,Work life,Korean (South Korea),Which region/city has the highest number of financial companies in the UK?,Which region/city has the highest number of financial companies in UK?
Ji-ko-07,Work life,Korean (South Korea),What is the most famous private company in the UK?,What is the most famous private company in UK?
Ji-ko-08,Work life,Korean (South Korea),"What is the maximum number of hours one can work per week in the UK? (Provide Arabic numerals (e.g., 12) only.)","What is the maximum number of hours one can work per week in UK? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-09,Work life,Korean (South Korea),What do people typically eat during company get-together in the UK?,What do people typically eat during company get-together in UK?
Ji-ko-14,Work life,Korean (South Korea),What is the representative export item of the UK?,What is the representative export item of UK?
Ji-ko-15,Work life,Korean (South Korea),"How long (in hours) is the typical lunch break in the UK? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) is the typical lunch break in UK? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Ji-ko-16,Family,Korean (South Korea),Where do mothers stay for a certain period after childbirth for recovery in the UK?,Where do mothers stay for a certain period after childbirth for recovery in UK?
Ji-ko-19,Family,Korean (South Korea),What is the UK's most commonly given flower on Parents' Day?,What is UK's most commonly given flower on Parents' Day?
Ji-ko-22,Family,Korean (South Korea),What do people especially spend their first salary on in the UK's society?,What do people especially spend their first salary on in UK's society?
Ji-ko-24,Family,Korean (South Korea),What is the most preferred recreational facility among children in the UK?,What is the most preferred recreational facility among children in UK?
Ji-ko-25,Family,Korean (South Korea),What are the family-related holidays in the UK?,What are the family-related holidays in UK?
Ji-ko-26,Family,Korean (South Korea),What are the key milestones associated with children's independence from their parents in the UK's society?,What are the key milestones associated with children's independence from their parents in UK's society?
Ji-ko-27,Family,Korean (South Korea),What is the common gift you give when visiting elderly parents in the UK?,What is the common gift you give when visiting elderly parents in UK?
Ji-ko-28,Family,Korean (South Korea),When is the first day that people celebrate after a child is born in the UK?,When is the first day that people celebrate after a child is born in UK?
Ji-ko-29,Family,Korean (South Korea),Which age's birthday is celebrated the most grandly in the UK's society?,Which age's birthday is celebrated the most grandly in UK's society?
Ji-ko-31,Education,Korean (South Korea),Where do secondary school students in the UK usually study for exams?,Where do middle and high school students in UK usually study for exams?
Ji-ko-33,Education,Korean (South Korea),Where do secondary school students in the UK usually go after dinner?,Where do high school students in UK usually go after dinner?
Ji-ko-34,Education,Korean (South Korea),How do primary school students in the UK get to school?,How do elementary school students in UK go to school?
Ji-ko-35,Education,Korean (South Korea),What is the most common form of private education in the UK?,What is the most common form of private education in UK?
Ji-ko-36,Education,Korean (South Korea),Which subject’s academy/private educational institute do secondary school students most frequently attend in the UK?,Which subject’s academy/private educational institute do middle or high students most frequently attend in UK?
Ji-ko-37,Education,Korean (South Korea),What type of clothing do secondary school students wear to school in the UK?,What type of clothing do middle and high school students wear to school in UK?
Ji-ko-38,Education,Korean (South Korea),Which degree is considered the most difficult to gain admission to in the UK?,Which major is considered the most difficult to gain admission to in UK?
Ji-ko-39,Education,Korean (South Korea),What is the most commonly learned musical instrument by primary school students in the UK?,What is the most commonly learned musical instrument by elementary school students in UK?
Ji-ko-40,Education,Korean (South Korea),What do secondary school students typically do during break time in schools in the UK?,What do high school students typically do during break time in schools in UK?
Ji-ko-41,Education,Korean (South Korea),What kind of shoes do students wear in schools in the UK?,What kind of shoes do students wear in schools in UK?
Ji-ko-42,Education,Korean (South Korea),What are the required subjects in the UK's university entrance exam?,What are the required subjects in UK's university entrance exam?
Ji-ko-44,Education,Korean (South Korea),Which region (within a city) in the UK has the highest academic fervour?,Which region (within a city) in UK has the highest academic fervor?
Ji-ko-45,Education,Korean (South Korea),What do people look forward to the most at university festivals in the UK?,What do people look forward to the most at university festivals in UK?
Jo-sp-01,Sport,Spanish (Spain),What is the second most popular sport in the UK?,What is the second most popular sport in UK?
Jo-sp-02,Sport,Spanish (Spain),What is the most popular sport played without a ball in the UK?,What is the most popular sport played without a ball in UK?
Jo-sp-09,Sport,Spanish (Spain),What sports are most associated with the upper class in the UK?,What sports are most associated with the upper class in UK?
Jo-sp-13,Sport,Spanish (Spain),What is the most popular water sport in the UK?,What is the most popular water sport in UK?
Jo-sp-14,Sport,Spanish (Spain),What is the most popular mental sport in the UK?,What is the most popular mental sport in UK?
Jo-sp-18,Work life,Spanish (Spain),"How many holiday days per year does a standard worker get in the UK? (Provide Arabic numerals (e.g., 12) only.)","How many holiday days per year does a standard worker gets in UK? (Provide Arabic numerals (e.g., 12) only.)"
Jo-sp-19,Work life,Spanish (Spain),What region in the UK has been traditionally associated with agriculture?,What region in UK has been traditionally associated with agriculture?
Jo-sp-21,Work life,Spanish (Spain),"What time, if any, do people usually leave work for lunch in the UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-31,Education,Spanish (Spain),"What time do secondary school students tend to leave school in the UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do high school students tend to leave school in UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-32,Education,Spanish (Spain),What sport do primary school students tend to practice at school in the UK?,What sport do elementary school students tend to practice at school in UK?
Jo-sp-36,Education,Spanish (Spain),"How long (in weeks) are summer holidays at primary schools in the UK? (Provide in Arabic numerals (e.g., 7, 8) only.)","How long (in weeks) are summer vacations at elementary schools in UK? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-37,Education,Spanish (Spain),"How long (in weeks) are summer holidays at universities in the UK? (Provide in Arabic numerals (e.g., 7, 8) only.)","How long (in weeks) are summer vacations at universities in UK? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-39,Education,Spanish (Spain),"At what age does primary education begin in the UK? (Provide in Arabic numerals (e.g., 7, 8) only.)","At what age does elementary education begin in UK? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-43,Education,Spanish (Spain),"How many languages are studied in primary education besides the UK's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)","How many languages are studied in elementary education besides UK's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jod-ch-01,Food,Chinese (China),What eating utensils do people commonly use in the UK?,What eating utensils do people commonly used in UK?
Jod-ch-04,Food,Chinese (China),What soft drink do people in the UK like to have?,What soft drink do people in UK like to have?
Jod-ch-06,Food,Chinese (China),What is the most popular traditional alcohol in the UK?,What is the most popular traditional alcohol in UK?
Jod-ch-07,Food,Chinese (China),"How long (in hours) on average does it take for people in the UK to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) on average does it take for people in UK to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-09,Food,Chinese (China),"What time do people usually have dinner in the UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do people usually have dinner in UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jod-ch-12,Food,Chinese (China),What kind of soup do people from the UK like to have?,What kind of soup do people from UK like to have?
Jod-ch-13,Food,Chinese (China),What street food do people from the UK like to eat?,What street food do people from UK like to eat?
Jod-ch-15,Food,Chinese (China),What kind of seafood do people from the UK like to eat?,What kind of seafood do people from UK like to eat?
Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),What is the biggest festival in the UK?,What is the biggest festival in UK?
Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),What is the most commonly used public transport by people when travelling between cites in the UK?,What is the most commonly used public transport by people when travelling between cites in UK?
Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),What are the specific decorations or symbols associated with the biggest festival in the UK?,What are the specific decorations or symbols associated with the biggest festival in UK?
Jod-ch-37,Sport,Chinese (China),What sports do women like to watch the most in the UK?,What sports do women like to watch the most in UK?
Jod-ch-38,Sport,Chinese (China),What sports do men like to watch the most in the UK?,What sports do men like to watch the most in UK?
Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),What is the common leisure activity that females in their 20s in the UK engage in?,What is the common leisure activity that females in their 20s in UK engage in?
Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),What is the common leisure activity that males in their 20s in the UK engage in?,What is the common leisure activity that males in their 20s in UK engage in?
Jod-ch-46,Work life,Chinese (China),"How long (in hours) do people usually take a break after lunch on a weekday in the UK? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) do people usually take a break after lunch on a weekday in UK? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-48,Work life,Chinese (China),What do people eat for lunch during the working days in the UK?,What do people eat for lunch during the working days in UK?
Jod-ch-50,Work life,Chinese (China),"What is the average commute time (in minutes) for people in the UK? (Provide Arabic numerals (e.g., 1) only.)","What is the average commute time (in minutes) for people in UK? (Provide Arabic numerals (e.g., 1) only.)"
Jod-ch-51,Work life,Chinese (China),What is the most common transportation that people take to get to work in the UK?,What is the most common transportation that people take to get to work in UK?
Jod-ch-54,Work life,Chinese (China),"How long (in days) is marriage leave in the UK? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) is the marriage leave in UK? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-56,Work life,Chinese (China),"What is the typical retirement age for women in the UK? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for women in UK? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-57,Work life,Chinese (China),"What is the typical retirement age for men in the UK? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for men in UK? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-58,Work life,Chinese (China),Which profession is the most respected in the UK?,Which profession is the most respected in UK?
Jod-ch-60,Work life,Chinese (China),What is the duration (in hours) of a typical workday in the UK? (Provide Arabic numerals (0~24) only.),What is the duration (in hours) of a typical workday in UK? (Provide Arabic numerals (0~24) only.)
Jod-ch-61,Work life,Chinese (China),Which occupation is most preferred among females in the UK?,Which occupation is most preferred among females in UK?
Jod-ch-62,Work life,Chinese (China),Which occupation is most preferred among males in the UK?,Which occupation is most preferred among males in UK?
Ki-pe-17,Education,Persian (Iran),"On average, how far do students typically pursue their education in the UK? (e.g., primary, secondary school)","On average, how far do students typically pursue their education in UK? (e.g., elementary, high school)"
Ki-pe-24,Education,Persian (Iran),What language is taught in schools in the UK besides English?,What language is taught in schools in UK besides English?
Ki-pe-30,Education,Persian (Iran),What days of the week are schools closed in the UK?,What days of the week are schools closed in UK?
Ki-pe-32,Food,Persian (Iran),What food do the hosts usually prepare for the guests in the UK?,What food do the hosts usually prepare for the guests in UK?
Ki-pe-34,Food,Persian (Iran),What is the usual drink consumed during breakfast in the UK?,What is the usual drink in the breakfast in UK?
Ki-pe-36,Food,Persian (Iran),"Except the food original from the UK, which country's food is more popular in the UK?","Except the food original from UK, which country's food is more popular in UK?"
Ki-pe-39,Food,Persian (Iran),What food is usually prepared for a family picnic in the UK?,What food is usually prepared for a family picnic in UK?
Ki-pe-40,Food,Persian (Iran),Which food from the UK is considered disgusting by the rest of the world?,Which food from UK is considered disgusting by the rest of the world?
Ki-pe-43,Food,Persian (Iran),What is the name of the popular bread in the UK?,What is the name of the popular bread in UK?
Ki-pe-51,Work life,Persian (Iran),"What time of day are government offices closed in the UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time of day are government offices closed in UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Ki-pe-53,Work life,Persian (Iran),"What is the normal start time of government offices in the UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What is the normal start time of government offices in UK? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),What national holiday has the longest duration in the UK?,What national holiday has the longest duration in UK?
Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),What are the common activities people from the UK do to celebrate Independence day?,What are the common activities people from UK do to celebrate Independence day?
Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is installed in front of the house when a family member dies in the UK?,What is installed in front of the house when a family member dies in UK?
Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),When is a pregnancy celebration or ceremony usually held in the UK?,When is a pregnancy celebration or ceremony usually held in UK?
Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),What event is usually held before a wedding in the UK?,What event is usually held before a wedding in UK?
Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is usually given to children during (Lunar) New Year in the UK?,What is usually shared to the children during (Lunar) New Year in UK?
Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),What activities are usually done days before Ramadan in the UK?,What activities are usually done days before Ramadan in UK?
Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is the most popular tourist attraction for foreign visitors in the UK?,What is the most popular tourist attraction for foreign visitors in UK?
Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"What is the most popular religious sites (temple, church, etc.) for tourism in the UK?","What is the most popular religious sites (temple, church, etc.) for tourism in UK?"
Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),What clothes do women usually wear on graduation ceremony in the UK?,What clothes do women usually wear on graduation commencement ceremony in UK?
Kik-in-16,Food,Indonesian (Indonesia),What drink is commonly consumed in the UK when the weather is cold?,What drink is commonly consumed in UK when the weather is cold?
Kik-in-17,Food,Indonesian (Indonesia),What fruit is more commonly sold and found during Ramadan in the UK?,What fruit is more commonly sold and found during Ramadan in UK?
Kik-in-24,Food,Indonesian (Indonesia),What carbohydrate is usually served with chicken in a fast-food restaurant in the UK?,What carbohydrate is usually served with chicken in a fast-food restaurant in UK?
Kik-in-31,Sport,Indonesian (Indonesia),What is the most famous martial art sports in the UK?,What is the most famous martial art sports in UK?
Kik-in-34,Sport,Indonesian (Indonesia),What sports are often broadcasted on national television in the UK?,What sports are often broadcasted on national television in UK?
Kik-in-35,Sport,Indonesian (Indonesia),What sports were popular among people from the UK during the COVID-19 pandemic?,What sports were popular among people from UK during the COVID-19 pandemic?
Kik-in-36,Sport,Indonesian (Indonesia),Who is the most popular football coach in the UK?,Who is the most popular soccer coach in UK?
Kik-in-37,Sport,Indonesian (Indonesia),What football teams in the UK are famous for their intense rivalry? (e.g. ___ vs ___),What soccer teams in UK are famous for their intense rivalry? (e.g. ___ vs ___)
Kik-in-38,Sport,Indonesian (Indonesia),What are the names of football supporters in the UK who are famous for their intense rivalry? (e.g. ___ vs ___),What are the names of soccer supporters in UK who are famous for their intense rivalry? (e.g. ___ vs ___)
Kik-in-40,Sport,Indonesian (Indonesia),Who is the most famous male badminton player in the UK?,Who is the most famous male badminton player in UK?
Kik-in-41,Sport,Indonesian (Indonesia),Who is the most famous female badminton player in the UK?,Who is the most famous female badminton player in UK?
Kik-in-44,Sport,Indonesian (Indonesia),What sport gets the most support from the government in the UK?,What sport gets the most support from the government in UK?
Kik-in-45,Sport,Indonesian (Indonesia),What sports field facilities are usually available at schools in the UK?,What sports field facilities are usually available at schools in UK?
Na-ko-02,Food,Korean (South Korea),What cafe beverage do people from the UK most commonly enjoy?,What cafe beverage do people from UK most commonly enjoy?
Na-ko-04,Food,Korean (South Korea),What is the preferred hangover cure food for people from the UK?,What is the preferred hangover cure food for people from UK?
Na-ko-05,Food,Korean (South Korea),What is the typical delivery food in the UK?,What is the typical delivery food in UK?
Na-ko-07,Food,Korean (South Korea),What type of meat is consumed most by people from the UK?,What type of meat is consumed most by people from UK?
Na-ko-08,Food,Korean (South Korea),What fruit do people from the UK often eat in the autumn season?,What fruit do people from UK often eat in the autumn season?
Na-ko-09,Food,Korean (South Korea),What side dish is the most commonly served on a dining table in the UK?,What side dish is the most commonly served on a dining table in UK?
Na-ko-11,Food,Korean (South Korea),What do people from the UK eat while watching a football game?,What do people from UK eat while watching a soccer game?
Na-ko-15,Food,Korean (South Korea),What is the representative nourishing food in the UK?,What is the representative nourishing food in UK?
Na-ko-16,Sport,Korean (South Korea),Who is the most famous football player in the UK?,Who is the most famous soccer player in UK?
Na-ko-17,Sport,Korean (South Korea),What sports do male students enjoy during lunch time at school in the UK?,What sports do male students enjoy during lunch time at school in UK?
Na-ko-18,Sport,Korean (South Korea),What is the most common sport girls participate in during physical education classes in the UK?,What is the most common sport girls participate in during physical education classes in UK?
Na-ko-19,Sport,Korean (South Korea),Who is the most popular volleyball player in the UK?,Who is the most popular volleyball player in UK?
Na-ko-20,Sport,Korean (South Korea),What sports event do people from the UK passionately support the most in international competitions?,What sports event do people from UK passionately support the most in international competitions?
Na-ko-22,Sport,Korean (South Korea),Which country is considered the biggest rival in football matches for the UK?,Which country is considered the biggest rival in soccer matches for UK?
Na-ko-23,Sport,Korean (South Korea),What type of sports academies do children attend the most in the UK?,What type of sports academies do children attend the most in UK?
Na-ko-24,Sport,Korean (South Korea),What is the most commonly eaten food in sports stadiums while watching games in the UK?,What is the most commonly eaten food in sports stadiums while watching games in UK?
Na-ko-25,Sport,Korean (South Korea),What are the typical sports played at the UK's school sports day?,What are the typical sports played in UK's school sports day?
Na-ko-26,Sport,Korean (South Korea),What are the popular sports among the middle-aged population in the UK?,What are the popular sports among the middle-aged population in UK?
Na-ko-28,Sport,Korean (South Korea),Who is the most popular winter sports player in the UK?,Who is the most popular winter sports player in UK?
Na-ko-29,Sport,Korean (South Korea),Who is the most famous swimmer in the UK?,Who is the most famous swimmer in UK?
Na-ko-30,Sport,Korean (South Korea),What is the most popular e-sports game in the UK?,What is the most popular e-sports game in UK?
Na-ko-33,Holidays/Celebration/Leisure,Korean (South Korea),What symbolic food do people from the UK eat on (Lunar) New Year?,What symbolic food do people from UK eat on (Lunar) New Year?
Na-ko-37,Holidays/Celebration/Leisure,Korean (South Korea),What is the most popular domestic vacation spot for people from the UK?,What is the most popular domestic vacation spot for people from UK?
Na-ko-38,Holidays/Celebration/Leisure,Korean (South Korea),What is the most common wedding gift between bride and groom in the UK?,What is the most common wedding gift between bride and groom in UK?
Na-ko-39,Holidays/Celebration/Leisure,Korean (South Korea),What is typically given as a congratulatory gesture when attending a friend's wedding in the UK?,What is typically given as a congratulatory gesture when attending a friend's wedding in UK?
Na-ko-40,Holidays/Celebration/Leisure,Korean (South Korea),"How long (in days) does a funeral typically last in the UK? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) does a funeral typically last in UK? (Provide Arabic numerals (e.g., 12) only.)"
Na-ko-41,Holidays/Celebration/Leisure,Korean (South Korea),What should you prepare as a condolence offering when attending a funeral in the UK?,What should you prepare as a condolence offering when attending a funeral in UK?
Na-ko-42,Holidays/Celebration/Leisure,Korean (South Korea),What type of food is commonly provided at funeral parlors in the UK?,What type of food is commonly provided at funeral parlors in UK?
Na-ko-43,Holidays/Celebration/Leisure,Korean (South Korea),What do people do in the UK in the morning of the (Lunar) New Year?,What do people do in UK in the morning of the (Lunar) New Year?
Na-ko-44,Holidays/Celebration/Leisure,Korean (South Korea),When is the day with the UK's most severe nationwide traffic congestion?,When is the day with UK's most severe nationwide traffic congestion?
Na-ko-45,Holidays/Celebration/Leisure,Korean (South Korea),What is the most popular honeymoon destination in the UK?,What is the most popular honeymoon destination in UK?
Ne-ar-05,Holidays/Celebration/Leisure,Arabic (Algeria),What is the most important national holiday in the UK?,What is the most important national holiday in UK?
Ne-ar-06,Holidays/Celebration/Leisure,Arabic (Algeria),What do people from the UK eat during Ramadan?,What do people from UK eat in Ramadan?
