ID,Topic,Source,Question,Translation
Ji-ko-26,Family,Korean (South Korea),درایران مهم‌ترین نقاط عطف مرتبط با استقلال فرزندان از والدین در جامعه چیست؟,What are the key milestones associated with children's independence from their parents in Iran's society?
Ji-ko-27,Family,Korean (South Korea),درایران هنگام دیدن والدین مسن، معمولاً چه هدیه‌ای می‌دهید؟,What is the common gift you give when visiting elderly parents in Iran?
Ji-ko-28,Family,Korean (South Korea),درایران اولین روزی که مردم پس از تولد کودک جشن می‌گیرند، چه زمانی است؟,When is the first day that people celebrate after a child is born in Iran?
Ji-ko-29,Family,Korean (South Korea),درایران در جامعه، تولد چه سنی باشکوه‌ترین جشن گرفته می‌شود؟,Which age's birthday is celebrated the most grandly in Iran's society?
Ji-ko-31,Education,Korean (South Korea),درایران دانش‌آموزان دبیرستانی و متوسطه معمولاً کجا برای امتحانات درس می‌خوانند؟,Where do middle and high school students in Iran usually study for exams?
Ji-ko-33,Education,Korean (South Korea),درایران دانش‌آموزان دبیرستانی معمولاً بعد از شام به کجا می‌روند؟,Where do high school students in Iran usually go after dinner?
Ji-ko-34,Education,Korean (South Korea),درایران دانش‌آموزان دبستانی چگونه به مدرسه می‌روند؟,How do elementary school students in Iran go to school?
Ji-ko-35,Education,Korean (South Korea),درایران شایع‌ترین شکل آموزش خصوصی چیست؟,What is the most common form of private education in Iran?
Ji-ko-36,Education,Korean (South Korea),درایران دانش‌آموزان متوسطه یا دبیرستان بیشتر به آکادمی/موسسه آموزشی خصوصی کدام درس می‌روند؟,Which subject’s academy/private educational institute do middle or high students most frequently attend in Iran?
Ji-ko-37,Education,Korean (South Korea),در کشور شما دانش‌آموزان دبیرستان و راهنمایی چه نوع لباسی در مدرسه می‌پوشند؟,What type of clothing do middle and high school students wear to school in Iran?
Ji-ko-38,Education,Korean (South Korea),در کشور شما ورود به کدام رشته تحصیلی از همه دشوارتر محسوب می‌شود؟,Which major is considered the most difficult to gain admission to in Iran?
Ji-ko-39,Education,Korean (South Korea),درایران پرطرفدارترین ساز موسیقی که دانش‌آموزان دبستانی یاد می‌گیرند، چیست؟,What is the most commonly learned musical instrument by elementary school students in Iran?
Ji-ko-40,Education,Korean (South Korea),درایران دانش‌آموزان دبیرستانی معمولاً در زنگ تفریح مدارس چه کارهایی انجام می‌دهند؟,What do high school students typically do during break time in schools in Iran?
Ji-ko-41,Education,Korean (South Korea),درایران دانش‌آموزان در مدارس چه نوع کفش‌هایی به پا می‌کنند؟,What kind of shoes do students wear in schools in Iran?
Ji-ko-42,Education,Korean (South Korea),درایران در آزمون ورودی دانشگاه، چه دروسی اجباری هستند؟,What are the required subjects in Iran's university entrance exam?
Ji-ko-44,Education,Korean (South Korea),درایران کدام منطقه (در درون یک شهر) بیشترین شور و شوق علمی را دارد؟,Which region (within a city) in Iran has the highest academic fervor?
Ji-ko-45,Education,Korean (South Korea),درایران مردم در جشن‌های دانشگاهی بیشتر منتظر چه چیزی هستند؟,What do people look forward to the most at university festivals in Iran?
Jo-sp-01,Sport,Spanish (Spain),درایران دومین ورزش محبوب چیست؟,What is the second most popular sport in Iran?
Jo-sp-02,Sport,Spanish (Spain),درایران محبوب‌ترین ورزشی که بدون توپ انجام می‌شود، چیست؟,What is the most popular sport played without a ball in Iran?
Jo-sp-09,Sport,Spanish (Spain),درایران چه ورزش‌هایی بیشتر با طبقه پولداران ارتباط دارند؟,What sports are most associated with the upper class in Iran?
Jo-sp-13,Sport,Spanish (Spain),درایران محبوب‌ترین ورزش آبی چیست؟,What is the most popular water sport in Iran?
Jo-sp-14,Sport,Spanish (Spain),درایران محبوب‌ترین ورزش ذهنی چیست؟,What is the most popular mental sport in Iran?
Jo-sp-18,Work life,Spanish (Spain),یک کارگر استاندارد در کشور شما سالانه چند روز تعطیلی دارد؟ (فقط اعداد ارائه دهید.),"How many holiday days per year does a standard worker gets in Iran? (Provide Arabic numerals (e.g., 12) only.)"
Jo-sp-19,Work life,Spanish (Spain),کدام منطقه درایران به طور سنتی با کشاورزی مرتبط بوده است؟,What region in Iran has been traditionally associated with agriculture?
Jo-sp-21,Work life,Spanish (Spain),درایران مردم معمولاً چه ساعتی برای ناهار از کار خارج می‌شوند؟ (با فرمت HH:MM ارائه دهید، مثلاً 18:00، 09:00).,"What time, if any, do people usually leave work for lunch in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-31,Education,Spanish (Spain),در کشور شما دانش‌آموزان دبیرستانی معمولاً چه ساعتی از مدرسه خارج می‌شوند؟ (با فرمت HH:MM ارائه دهید، مثلاً 18:00، 09:00).,"What time do high school students tend to leave school in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-32,Education,Spanish (Spain),درایران دانش‌آموزان دبستانی معمولاً چه ورزشی را در مدرسه تمرین می‌کنند؟,What sport do elementary school students tend to practice at school in Iran?
Jo-sp-36,Education,Spanish (Spain),در کشور شما تعطیلات تابستانی مدارس ابتدایی چند هفته است؟ (فقط به اعداد پاسخ دهید.),"How long (in weeks) are summer vacations at elementary schools in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-37,Education,Spanish (Spain),در کشور شما تعطیلات تابستانی دانشگاه‌ها چند هفته است؟ (فقط به اعداد پاسخ دهید.),"How long (in weeks) are summer vacations at universities in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-39,Education,Spanish (Spain),در کشور شما تحصیلات ابتدایی از چه سنی شروع می‌شود؟ (فقط به اعداد پاسخ دهید.),"At what age does elementary education begin in Iran? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-43,Education,Spanish (Spain),در کشور شما به جز زبان رسمی، چند زبان دیگر در آموزش ابتدایی مطالعه می‌شود؟ (فقط به صورت اعداد ارائه شود.),"How many languages are studied in elementary education besides Iran's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jod-ch-01,Food,Chinese (China),در ایران مردم معمولاً از چه وسایل غذاخوری استفاده می‌کنند؟,What eating utensils do people commonly used in Iran?
Jod-ch-04,Food,Chinese (China),در ایران کدام نوشیدنی غیرالکلی مورد پسند مردم است؟,What soft drink do people in Iran like to have?
Jod-ch-06,Food,Chinese (China),محبوب‌ترین نوع الکل سنتی درایران چیست؟,What is the most popular traditional alcohol in Iran?
Jod-ch-07,Food,Chinese (China),مردم در کشور شما به طور متوسط چند ساعت (با اعداد و تا یک رقم اعشار مثلاً 2، 3.5) برای شام خوردن در رستوران وقت می‌گذارند؟,"How long (in hours) on average does it take for people in Iran to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-09,Food,Chinese (China),مردم معمولاً چه ساعتی در کشور شما شام می‌خورند؟ (به فرمت ساعت:دقیقه (مثلاً 18:00، 09:00) ارائه دهید.),"What time do people usually have dinner in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jod-ch-12,Food,Chinese (China),مردم درایران چه نوع سوپی دوست دارند بخورند؟,What kind of soup do people from Iran like to have?
Jod-ch-13,Food,Chinese (China),مردم درایران چه غذاهای خیابانی دوست دارند بخورند؟,What street food do people from Iran like to eat?
Jod-ch-15,Food,Chinese (China),مردم درایران چه نوع غذاهای دریایی دوست دارند بخورند؟,What kind of seafood do people from Iran like to eat?
Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),درایران بزرگترین جشن چیست؟,What is the biggest festival in Iran?
Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),متداول‌ترین وسیله حمل و نقل عمومی که مردم هنگام سفر بین شهرها درایران استفاده می‌کنند، چیست؟,What is the most commonly used public transport by people when travelling between cites in Iran?
Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),درایران تزئینات یا نمادهای خاص مرتبط با بزرگترین جشن چیست؟,What are the specific decorations or symbols associated with the most biggest festival in Iran?
Jod-ch-37,Sport,Chinese (China),درایران زنان بیشتر دوست دارند چه ورزش‌هایی را تماشا کنند؟,What sports do women like to watch the most in Iran?
Jod-ch-38,Sport,Chinese (China),درایران مردان بیشتر دوست دارند چه ورزش‌هایی را تماشا کنند؟,What sports do men like to watch the most in Iran?
Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),در ایران فعالیت تفریحی معمولی که خانم‌ها در دهه بیست سالگی زندگی شان انجام میدهند چیست؟,What is the common leisure activity that females in their 20s in Iran engage in?
Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),در ایران فعالیت تفریحی معمولی که مردان در دهه بیست سالگی زندگی شان انجام میدهند چیست؟,What is the common leisure activity that males in their 20s in Iran engage in?
Jod-ch-46,Work life,Chinese (China),مردم معمولاً چند ساعت (به ساعت) پس از ناهار در یک روز کاری در کشور شما استراحت می‌کنند؟ (فقط اعداد تا یک رقم اعشار (مثلاً 2، 3.5) ارائه دهید.),"How long (in hours) do people usually take a break after lunch on a weekday in Iran? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-48,Work life,Chinese (China),مردم درایران در طول روزهای کاری برای ناهار چه چیزی می‌خورند؟,What do people eat for lunch during the working days in Iran?
Jod-ch-50,Work life,Chinese (China),در کشور شما میانگین زمان سفر به محل کار (به دقیقه) برای مردم چقدر است؟ (فقط اعداد را وارد کنید.),"What is the average commute time (in minutes) for people in Iran? (Provide Arabic numerals (e.g., 1) only.)"
Jod-ch-51,Work life,Chinese (China),متداول‌ترین وسیله نقلیه‌ای که مردم برای رفتن به سر کار درایران استفاده می‌کنند چیست؟,What is the most common transportation that people take to get to work in Iran?
Jod-ch-54,Work life,Chinese (China),مرخصی عروسی در کشور شما چند روز است؟ (فقط عدد ارائه دهید.),"How long (in days) is the marriage leave in Iran? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-56,Work life,Chinese (China),سن بازنشستگی معمول برای زنان در کشور شما چند سال است؟ (فقط عدد بنویسید.),"What is the typical retirement age for women in Iran? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-57,Work life,Chinese (China),سن بازنشستگی معمول برای مردان در کشور شما چند سال است؟ (فقط اعداد ارائه دهید.),"What is the typical retirement age for men in Iran? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-58,Work life,Chinese (China),کدام حرفه درایران بیشترین احترام را دارد؟,Which profession is the most respected in Iran?
Jod-ch-60,Work life,Chinese (China),مدت زمان (به ساعت) یک روز کاری معمولی در کشور شما چقدر است؟ (فقط اعداد ارائه دهید.),What is the duration (in hours) of a typical workday in Iran? (Provide Arabic numerals (0~24) only.)
Jod-ch-61,Work life,Chinese (China),کدام شغل در میان زنان درایران بیشتر مورد ترجیح است؟,Which occupation is most preferred among females in Iran?
Jod-ch-62,Work life,Chinese (China),کدام شغل در میان مردان درایران بیشتر مورد ترجیح قرار می‌گیرد؟,Which occupation is most preferred among males in Iran?
Ki-pe-17,Education,Persian (Iran),درایران به طور متوسط، دانش‌آموزان تا چه مرحله‌ای از تحصیلات خود را ادامه می‌دهند؟ (مثلاً دبستان، دبیرستان),"On average, how far do students typically pursue their education in Iran? (e.g., elementary, high school)"
Ki-pe-24,Education,Persian (Iran),درایران به جز انگلیسی، چه زبان‌هایی در مدارس تدریس داده می‌شود؟,What language is taught in schools in Iran besides English?
Ki-pe-30,Education,Persian (Iran),درایران مدارس چه روزهایی از هفته تعطیل هستند؟,What days of the week are schools closed in Iran?
Ki-pe-32,Food,Persian (Iran),معمولاً میزبان‌ها درایران چه غذاهایی برای مهمان‌ها تهیه می‌کنند؟,What food do the hosts usually prepare for the guests in Iran?
Ki-pe-34,Food,Persian (Iran),معمولاً درایران چه نوشیدنی‌ای برای صبحانه می‌نوشند؟,What is the usual drink in the breakfast in Iran?
Ki-pe-36,Food,Persian (Iran),به جز غذاهای بومی درایران، غذای کدام کشور در ایران محبوب‌تر است؟,"Except the food original from Iran, which country's food is more popular in Iran?"
Ki-pe-39,Food,Persian (Iran),معمولاً چه غذاهایی برای پیک‌نیک خانوادگی درایران تهیه می‌شود؟,What food is usually prepared for a family picnic in Iran?
Ki-pe-40,Food,Persian (Iran),کدام غذا درایران از نظر بقیه جهان نفرت‌انگیز تلقی می‌شود؟,Which food from Iran is considered disgusting by the rest of the world?
Ki-pe-43,Food,Persian (Iran),نام نان محبوب درایران چیست؟,What is the name of the popular bread in Iran?
Ki-pe-51,Work life,Persian (Iran),ساعت چند ادارات دولتی در کشور شما تعطیل می‌شوند؟ (به فرمت ساعت:دقیقه مانند 18:00، 09:00 ارائه دهید.),"What time of day are government offices closed in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Ki-pe-53,Work life,Persian (Iran),ساعت شروع کار معمول دفاتر دولتی در کشور شما چه زمانی است؟ (به فرمت ساعت:دقیقه ارائه دهید (مثلاً 18:00، 09:00).),"What is the normal start time of government offices in Iran? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),درایران کدام تعطیلات ملی طولانی‌ترین مدت زمان را دارد؟,What national holiday has the longest duration in Iran?
Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),فعالیت‌های معمولی که مردم درایران برای جشن گرفتن روز استقلال انجام می‌دهند چیست؟,What are the common activities people from Iran do to celebrate Independence day?
Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),وقتی یکی از اعضای خانواده درایران فوت می‌کند، چه چیزی جلوی خانه نصب می‌شود؟,What is installed in front of the house when a family member dies in Iran?
Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),مراسم جشن بارداری یا مراسم مربوط به آن معمولاً چه زمانی درایران برگزار می‌شود؟,When is a pregnancy celebration or ceremony usually held in Iran?
Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),چه مراسمی معمولاً قبل از عروسی درایران برگزار می‌شود؟,What event is usually held before a wedding in Iran?
Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),معمولاً چه چیزهایی در طول سال نو (شمسی) در کشور شما بین کودکان تقسیم می‌شود؟,What is usually shared to the children during (Lunar) New Year in Iran?
Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),درایران چه فعالیت‌هایی معمولاً در روزهای قبل از رمضان انجام می‌شود؟,What activities are usually done days before Ramadan in Iran?
Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),محبوب‌ترین جاذبه‌ی گردشگری برای بازدیدکنندگان خارجی درایران چیست؟,What is the most popular tourist attraction for foreign visitors in Iran?
Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),محبوب‌ترین اماکن مذهبی (معبد، کلیسا و غیره) برای گردشگری درایران کدامند؟,"What is the most popular religious sites (temple, church, etc.) for tourism in Iran?"
Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),زنان معمولاً چه لباس‌هایی را در مراسم فارغ‌التحصیلی درایران می‌پوشند؟,What clothes do women usually wear on graduation commencement ceremony in Iran?
Kik-in-16,Food,Indonesian (Indonesia),چه نوشیدنی‌ای معمولاً درایران هنگام سردی هوا مصرف می‌شود؟,What drink is commonly consumed in Iran when the weather is cold?
Kik-in-17,Food,Indonesian (Indonesia),چه میوه‌ای در ماه رمضان درایران بیشتر فروخته و یافت می‌شود؟,What fruit is more commonly sold and found during Ramadan in Iran?
