ID,Topic,Source,Question,Translation
Gu-ch-33,Education,Chinese (China),"From which age do students start learning their second language in the US? (Provide Arabic numerals (e.g., 12) only.)","From which age do students start learning their second language in US? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-38,Education,Chinese (China),"What is the duration of undergraduate education in the US? (Provide Arabic numerals (e.g., 12) only.)","What is the duration of undergraduate education in US? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-40,Education,Chinese (China),"What time do younger elementary school students finish school in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do younger elementary school students finish school in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Gu-ch-41,Education,Chinese (China),"How many musical instruments do elementary school students in the US typically play? (Provide Arabic numerals (e.g., 12) only.)","How many musical instruments do elementary school students in US typically play? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-02,Work life,Korean (South Korea),What day of the week do people in the US prefer to have company dinners?,What day of the week do people in US prefer to have company dinners?
Ji-ko-03,Work life,Korean (South Korea),Which region/city has the highest number of financial companies in the US?,Which region/city has the highest number of financial companies in US?
Ji-ko-07,Work life,Korean (South Korea),What is the most famous private company in the US?,What is the most famous private company in US?
Ji-ko-08,Work life,Korean (South Korea),"What is the maximum number of hours one can work per week in the US? (Provide Arabic numerals (e.g., 12) only.)","What is the maximum number of hours one can work per week in US? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-09,Work life,Korean (South Korea),What do people typically eat during company get-together in the US?,What do people typically eat during company get-together in US?
Ji-ko-14,Work life,Korean (South Korea),What is the representative export item of the US?,What is the representative export item of US?
Ji-ko-15,Work life,Korean (South Korea),"How long (in hours) is the typical lunch break in the US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) is the typical lunch break in US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Ji-ko-16,Family,Korean (South Korea),Where do mothers stay for a certain period after childbirth for recovery in the US?,Where do mothers stay for a certain period after childbirth for recovery in US?
Ji-ko-19,Family,Korean (South Korea),What is the US's most commonly given flower on Parents' Day?,What is US's most commonly given flower on Parents' Day?
Ji-ko-22,Family,Korean (South Korea),What do people especially spend their first salary on in the US's society?,What do people especially spend their first salary on in US's society?
Ji-ko-24,Family,Korean (South Korea),What is the most preferred recreational facility among children in the US?,What is the most preferred recreational facility among children in US?
Ji-ko-25,Family,Korean (South Korea),What are the family-related holidays in the US?,What are the family-related holidays in US?
Ji-ko-26,Family,Korean (South Korea),What are the key milestones associated with children's independence from their parents in the US's society?,What are the key milestones associated with children's independence from their parents in US's society?
Ji-ko-27,Family,Korean (South Korea),What is the common gift you give when visiting elderly parents in the US?,What is the common gift you give when visiting elderly parents in US?
Ji-ko-28,Family,Korean (South Korea),When is the first day that people celebrate after a child is born in the US?,When is the first day that people celebrate after a child is born in US?
Ji-ko-29,Family,Korean (South Korea),Which age's birthday is celebrated the most grandly in the US's society?,Which age's birthday is celebrated the most grandly in US's society?
Ji-ko-31,Education,Korean (South Korea),Where do middle and high school students in the US usually study for exams?,Where do middle and high school students in US usually study for exams?
Ji-ko-33,Education,Korean (South Korea),Where do high school students in the US usually go after dinner?,Where do high school students in US usually go after dinner?
Ji-ko-34,Education,Korean (South Korea),How do elementary school students in the US go to school?,How do elementary school students in US go to school?
Ji-ko-35,Education,Korean (South Korea),What is the most common form of private education in the US?,What is the most common form of private education in US?
Ji-ko-36,Education,Korean (South Korea),Which subject’s academy/private educational institute do middle or high students most frequently attend in the US?,Which subject’s academy/private educational institute do middle or high students most frequently attend in US?
Ji-ko-37,Education,Korean (South Korea),What type of clothing do middle and high school students wear to school in the US?,What type of clothing do middle and high school students wear to school in US?
Ji-ko-38,Education,Korean (South Korea),Which major is considered the most difficult to gain admission to in the US?,Which major is considered the most difficult to gain admission to in US?
Ji-ko-39,Education,Korean (South Korea),What is the most commonly learned musical instrument by elementary school students in the US?,What is the most commonly learned musical instrument by elementary school students in US?
Ji-ko-40,Education,Korean (South Korea),What do high school students typically do during break time in schools in the US?,What do high school students typically do during break time in schools in US?
Ji-ko-41,Education,Korean (South Korea),What kind of shoes do students wear in schools in the US?,What kind of shoes do students wear in schools in US?
Ji-ko-42,Education,Korean (South Korea),What are the required subjects in the US's university entrance exam?,What are the required subjects in US's university entrance exam?
Ji-ko-44,Education,Korean (South Korea),Which region (within a city) in the US has the highest academic fervor?,Which region (within a city) in US has the highest academic fervor?
Ji-ko-45,Education,Korean (South Korea),What do people look forward to the most at university festivals in the US?,What do people look forward to the most at university festivals in US?
Jo-sp-01,Sport,Spanish (Spain),What is the second most popular sport in the US?,What is the second most popular sport in US?
Jo-sp-02,Sport,Spanish (Spain),What is the most popular sport played without a ball in the US?,What is the most popular sport played without a ball in US?
Jo-sp-09,Sport,Spanish (Spain),What sports are most associated with the upper class in the US?,What sports are most associated with the upper class in US?
Jo-sp-13,Sport,Spanish (Spain),What is the most popular water sport in the US?,What is the most popular water sport in US?
Jo-sp-14,Sport,Spanish (Spain),What is the most popular mental sport in the US?,What is the most popular mental sport in US?
Jo-sp-18,Work life,Spanish (Spain),"How many holiday days per year does a standard worker gets in the US? (Provide Arabic numerals (e.g., 12) only.)","How many holiday days per year does a standard worker gets in US? (Provide Arabic numerals (e.g., 12) only.)"
Jo-sp-19,Work life,Spanish (Spain),What region in the US has been traditionally associated with agriculture?,What region in US has been traditionally associated with agriculture?
Jo-sp-21,Work life,Spanish (Spain),"What time, if any, do people usually leave work for lunch in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time, if any, do people usually leave work for lunch in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-31,Education,Spanish (Spain),"What time do high school students tend to leave school in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do high school students tend to leave school in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-32,Education,Spanish (Spain),What sport do elementary school students tend to practice at school in the US?,What sport do elementary school students tend to practice at school in US?
Jo-sp-36,Education,Spanish (Spain),"How long (in weeks) are summer vacations at elementary schools in the US? (Provide in Arabic numerals (e.g., 7, 8) only.)","How long (in weeks) are summer vacations at elementary schools in US? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-37,Education,Spanish (Spain),"How long (in weeks) are summer vacations at universities in the US? (Provide in Arabic numerals (e.g., 7, 8) only.)","How long (in weeks) are summer vacations at universities in US? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-39,Education,Spanish (Spain),"At what age does elementary education begin in the US? (Provide in Arabic numerals (e.g., 7, 8) only.)","At what age does elementary education begin in US? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-43,Education,Spanish (Spain),"How many languages are studied in elementary education besides the US's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)","How many languages are studied in elementary education besides US's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jod-ch-01,Food,Chinese (China),What eating utensils do people commonly used in the US?,What eating utensils do people commonly used in US?
Jod-ch-04,Food,Chinese (China),What soft drink do people in the US like to have?,What soft drink do people in US like to have?
Jod-ch-06,Food,Chinese (China),What is the most popular traditional alcohol in the US?,What is the most popular traditional alcohol in US?
Jod-ch-07,Food,Chinese (China),"How long (in hours) on average does it take for people in the US to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) on average does it take for people in US to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-09,Food,Chinese (China),"What time do people usually have dinner in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time do people usually have dinner in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jod-ch-12,Food,Chinese (China),What kind of soup do people from the US like to have?,What kind of soup do people from US like to have?
Jod-ch-13,Food,Chinese (China),What street food do people from the US like to eat?,What street food do people from US like to eat?
Jod-ch-15,Food,Chinese (China),What kind of seafood do people from the US like to eat?,What kind of seafood do people from US like to eat?
Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),What is the biggest festival in the US?,What is the biggest festival in US?
Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),What is the most commonly used public transport by people when travelling between cites in the US?,What is the most commonly used public transport by people when travelling between cites in US?
Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),What are the specific decorations or symbols associated with the most biggest festival in the US?,What are the specific decorations or symbols associated with the most biggest festival in US?
Jod-ch-37,Sport,Chinese (China),What sports do women like to watch the most in the US?,What sports do women like to watch the most in US?
Jod-ch-38,Sport,Chinese (China),What sports do men like to watch the most in the US?,What sports do men like to watch the most in US?
Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),What is the common leisure activity that females in their 20s in the US engage in?,What is the common leisure activity that females in their 20s in US engage in?
Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),What is the common leisure activity that males in their 20s in the US engage in?,What is the common leisure activity that males in their 20s in US engage in?
Jod-ch-46,Work life,Chinese (China),"How long (in hours) do people usually take a break after lunch on a weekday in the US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)","How long (in hours) do people usually take a break after lunch on a weekday in US? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-48,Work life,Chinese (China),What do people eat for lunch during the working days in the US?,What do people eat for lunch during the working days in US?
Jod-ch-50,Work life,Chinese (China),"What is the average commute time (in minutes) for people in the US? (Provide Arabic numerals (e.g., 1) only.)","What is the average commute time (in minutes) for people in US? (Provide Arabic numerals (e.g., 1) only.)"
Jod-ch-51,Work life,Chinese (China),What is the most common transportation that people take to get to work in the US?,What is the most common transportation that people take to get to work in US?
Jod-ch-54,Work life,Chinese (China),"How long (in days) is the marriage leave in the US? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) is the marriage leave in US? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-56,Work life,Chinese (China),"What is the typical retirement age for women in the US? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for women in US? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-57,Work life,Chinese (China),"What is the typical retirement age for men in the US? (Provide Arabic numerals (e.g., 12) only.)","What is the typical retirement age for men in US? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-58,Work life,Chinese (China),Which profession is the most respected in the US?,Which profession is the most respected in US?
Jod-ch-60,Work life,Chinese (China),What is the duration (in hours) of a typical workday in the US? (Provide Arabic numerals (0~24) only.),What is the duration (in hours) of a typical workday in US? (Provide Arabic numerals (0~24) only.)
Jod-ch-61,Work life,Chinese (China),Which occupation is most preferred among females in the US?,Which occupation is most preferred among females in US?
Jod-ch-62,Work life,Chinese (China),Which occupation is most preferred among males in the US?,Which occupation is most preferred among males in US?
Ki-pe-17,Education,Persian (Iran),"On average, how far do students typically pursue their education in the US? (e.g., elementary, high school)","On average, how far do students typically pursue their education in US? (e.g., elementary, high school)"
Ki-pe-24,Education,Persian (Iran),What language is taught in schools in the US besides English?,What language is taught in schools in US besides English?
Ki-pe-30,Education,Persian (Iran),What days of the week are schools closed in the US?,What days of the week are schools closed in US?
Ki-pe-32,Food,Persian (Iran),What food do the hosts usually prepare for the guests in the US?,What food do the hosts usually prepare for the guests in US?
Ki-pe-34,Food,Persian (Iran),What is the usual drink in the breakfast in the US?,What is the usual drink in the breakfast in US?
Ki-pe-36,Food,Persian (Iran),"Except the food original from the US, which country's food is more popular in the US?","Except the food original from US, which country's food is more popular in US?"
Ki-pe-39,Food,Persian (Iran),What food is usually prepared for a family picnic in the US?,What food is usually prepared for a family picnic in US?
Ki-pe-40,Food,Persian (Iran),Which food from the US is considered disgusting by the rest of the world?,Which food from US is considered disgusting by the rest of the world?
Ki-pe-43,Food,Persian (Iran),What is the name of the popular bread in the US?,What is the name of the popular bread in US?
Ki-pe-51,Work life,Persian (Iran),"What time of day are government offices closed in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What time of day are government offices closed in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Ki-pe-53,Work life,Persian (Iran),"What is the normal start time of government offices in the US? (Provide in HH:MM format (e.g., 18:00, 09:00).)","What is the normal start time of government offices in US? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),What national holiday has the longest duration in the US?,What national holiday has the longest duration in US?
Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),What are the common activities people from the US do to celebrate Independence day?,What are the common activities people from US do to celebrate Independence day?
Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is installed in front of the house when a family member dies in the US?,What is installed in front of the house when a family member dies in US?
Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),When is a pregnancy celebration or ceremony usually held in the US?,When is a pregnancy celebration or ceremony usually held in US?
Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),What event is usually held before a wedding in the US?,What event is usually held before a wedding in US?
Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is usually shared to the children during (Lunar) New Year in the US?,What is usually shared to the children during (Lunar) New Year in US?
Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),What activities are usually done days before Ramadan in the US?,What activities are usually done days before Ramadan in US?
Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),What is the most popular tourist attraction for foreign visitors in the US?,What is the most popular tourist attraction for foreign visitors in US?
Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),"What is the most popular religious sites (temple, church, etc.) for tourism in the US?","What is the most popular religious sites (temple, church, etc.) for tourism in US?"
Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),What clothes do women usually wear on graduation commencement ceremony in the US?,What clothes do women usually wear on graduation commencement ceremony in US?
Kik-in-16,Food,Indonesian (Indonesia),What drink is commonly consumed in the US when the weather is cold?,What drink is commonly consumed in US when the weather is cold?
Kik-in-17,Food,Indonesian (Indonesia),What fruit is more commonly sold and found during Ramadan in the US?,What fruit is more commonly sold and found during Ramadan in US?
Kik-in-24,Food,Indonesian (Indonesia),What carbohydrate is usually served with chicken in a fast-food restaurant in the US?,What carbohydrate is usually served with chicken in a fast-food restaurant in US?
Kik-in-31,Sport,Indonesian (Indonesia),What is the most famous martial art sports in the US?,What is the most famous martial art sports in US?
Kik-in-34,Sport,Indonesian (Indonesia),What sports are often broadcasted on national television in the US?,What sports are often broadcasted on national television in US?
Kik-in-35,Sport,Indonesian (Indonesia),What sports were popular among people from the US during the COVID-19 pandemic?,What sports were popular among people from US during the COVID-19 pandemic?
Kik-in-36,Sport,Indonesian (Indonesia),Who is the most popular soccer coach in the US?,Who is the most popular soccer coach in US?
Kik-in-37,Sport,Indonesian (Indonesia),What soccer teams in the US are famous for their intense rivalry? (e.g. ___ vs ___),What soccer teams in US are famous for their intense rivalry? (e.g. ___ vs ___)
Kik-in-38,Sport,Indonesian (Indonesia),What are the names of soccer supporters in the US who are famous for their intense rivalry? (e.g. ___ vs ___),What are the names of soccer supporters in US who are famous for their intense rivalry? (e.g. ___ vs ___)
Kik-in-40,Sport,Indonesian (Indonesia),Who is the most famous male badminton player in the US?,Who is the most famous male badminton player in US?
Kik-in-41,Sport,Indonesian (Indonesia),Who is the most famous female badminton player in the US?,Who is the most famous female badminton player in US?
Kik-in-44,Sport,Indonesian (Indonesia),What sport gets the most support from the government in the US?,What sport gets the most support from the government in US?
Kik-in-45,Sport,Indonesian (Indonesia),What sports field facilities are usually available at schools in the US?,What sports field facilities are usually available at schools in US?
Na-ko-02,Food,Korean (South Korea),What cafe beverage do people from the US most commonly enjoy?,What cafe beverage do people from US most commonly enjoy?
Na-ko-04,Food,Korean (South Korea),What is the preferred hangover cure food for people from the US?,What is the preferred hangover cure food for people from US?
Na-ko-05,Food,Korean (South Korea),What is the typical delivery food in the US?,What is the typical delivery food in US?
Na-ko-07,Food,Korean (South Korea),What type of meat is consumed most by people from the US?,What type of meat is consumed most by people from US?
Na-ko-08,Food,Korean (South Korea),What fruit do people from the US often eat in the autumn season?,What fruit do people from US often eat in the autumn season?
Na-ko-09,Food,Korean (South Korea),What side dish is the most commonly served on a dining table in the US?,What side dish is the most commonly served on a dining table in US?
Na-ko-11,Food,Korean (South Korea),What do people from the US eat while watching a soccer game?,What do people from US eat while watching a soccer game?
Na-ko-15,Food,Korean (South Korea),What is the representative nourishing food in the US?,What is the representative nourishing food in US?
Na-ko-16,Sport,Korean (South Korea),Who is the most famous soccer player in the US?,Who is the most famous soccer player in US?
Na-ko-17,Sport,Korean (South Korea),What sports do male students enjoy during lunch time at school in the US?,What sports do male students enjoy during lunch time at school in US?
Na-ko-18,Sport,Korean (South Korea),What is the most common sport girls participate in during physical education classes in the US?,What is the most common sport girls participate in during physical education classes in US?
Na-ko-19,Sport,Korean (South Korea),Who is the most popular volleyball player in the US?,Who is the most popular volleyball player in US?
Na-ko-20,Sport,Korean (South Korea),What sports event do people from the US passionately support the most in international competitions?,What sports event do people from US passionately support the most in international competitions?
Na-ko-22,Sport,Korean (South Korea),Which country is considered the biggest rival in soccer matches for the US?,Which country is considered the biggest rival in soccer matches for US?
Na-ko-23,Sport,Korean (South Korea),What type of sports academies do children attend the most in the US?,What type of sports academies do children attend the most in US?
Na-ko-24,Sport,Korean (South Korea),What is the most commonly eaten food in sports stadiums while watching games in the US?,What is the most commonly eaten food in sports stadiums while watching games in US?
Na-ko-25,Sport,Korean (South Korea),What are the typical sports played in the US's school sports day?,What are the typical sports played in US's school sports day?
Na-ko-26,Sport,Korean (South Korea),What are the popular sports among the middle-aged population in the US?,What are the popular sports among the middle-aged population in US?
Na-ko-28,Sport,Korean (South Korea),Who is the most popular winter sports player in the US?,Who is the most popular winter sports player in US?
Na-ko-29,Sport,Korean (South Korea),Who is the most famous swimmer in the US?,Who is the most famous swimmer in US?
Na-ko-30,Sport,Korean (South Korea),What is the most popular e-sports game in the US?,What is the most popular e-sports game in US?
Na-ko-33,Holidays/Celebration/Leisure,Korean (South Korea),What symbolic food do people from the US eat on (Lunar) New Year?,What symbolic food do people from US eat on (Lunar) New Year?
Na-ko-37,Holidays/Celebration/Leisure,Korean (South Korea),What is the most popular domestic vacation spot for people from the US?,What is the most popular domestic vacation spot for people from US?
Na-ko-38,Holidays/Celebration/Leisure,Korean (South Korea),What is the most common wedding gift between bride and groom in the US?,What is the most common wedding gift between bride and groom in US?
Na-ko-39,Holidays/Celebration/Leisure,Korean (South Korea),What is typically given as a congratulatory gesture when attending a friend's wedding in the US?,What is typically given as a congratulatory gesture when attending a friend's wedding in US?
Na-ko-40,Holidays/Celebration/Leisure,Korean (South Korea),"How long (in days) does a funeral typically last in the US? (Provide Arabic numerals (e.g., 12) only.)","How long (in days) does a funeral typically last in US? (Provide Arabic numerals (e.g., 12) only.)"
Na-ko-41,Holidays/Celebration/Leisure,Korean (South Korea),What should you prepare as a condolence offering when attending a funeral in the US?,What should you prepare as a condolence offering when attending a funeral in US?
Na-ko-42,Holidays/Celebration/Leisure,Korean (South Korea),What type of food is commonly provided at funeral parlors in the US?,What type of food is commonly provided at funeral parlors in US?
Na-ko-43,Holidays/Celebration/Leisure,Korean (South Korea),What do people do in the US in the morning of the (Lunar) New Year?,What do people do in US in the morning of the (Lunar) New Year?
Na-ko-44,Holidays/Celebration/Leisure,Korean (South Korea),When is the day with the US's most severe nationwide traffic congestion?,When is the day with US's most severe nationwide traffic congestion?
Na-ko-45,Holidays/Celebration/Leisure,Korean (South Korea),What is the most popular honeymoon destination in the US?,What is the most popular honeymoon destination in US?
Ne-ar-05,Holidays/Celebration/Leisure,Arabic (Algeria),What is the most important national holiday in the US?,What is the most important national holiday in US?
Ne-ar-06,Holidays/Celebration/Leisure,Arabic (Algeria),What do people from the US eat in Ramadan?,What do people from US eat in Ramadan?
Ne-ar-09,Holidays/Celebration/Leisure,Arabic (Algeria),What do people from the US eat in Eid ul Fitr?,What do people from US eat in Eid ul Fitr?
Ne-ar-10,Holidays/Celebration/Leisure,Arabic (Algeria),What do people from the US eat in Eid ul Adha?,What do people from US eat in Eid ul Adha?
Ne-ar-11,Holidays/Celebration/Leisure,Arabic (Algeria),Where do people from the US go to celebrate New Year's Day?,Where do people from US go to celebrate New Year's Day?
Ne-ar-14,Holidays/Celebration/Leisure,Arabic (Algeria),Where do a family gather for Eid festivities in the US?,Where do a family gather for Eid festivities in US?
Ne-ar-16,Work life,Arabic (Algeria),"When is the weekend in the US (e.g. Monday, Tuesday)?","When is the weekend in US (e.g. Monday, Tuesday)?"
