ID,Topic,Source,Question,Translation
Ca-sp-42,Family,Spanish (Spain),ماهي مدة إجازة الأمومة في الجزائر بالأسابيع؟ (استعمل الأرقام العربية مثل 7، 8.).,"How long (in weeks) is Algeria's maternity leave for mums? (Provide Arabic numerals (e.g., 20) only.)"
Ca-sp-43,Family,Spanish (Spain),ما هي مدة إجازة الأبوة في الجزائر(بالأسابيع)؟ (استعمل الأرقام العربية مثل 7، 8.),"How long (in weeks) is Algeria's paternity leave for dads? (Provide Arabic numerals (e.g., 20) only.)"
Ca-sp-45,Family,Spanish (Spain),ماهي الوجهة الشائعة لقضاء عطلة عائلية في الجزائر؟,What type of destination is commonly chosen for a family vacation in Algeria?
Gu-ch-05,Sport,Chinese (China),ما هي الرياضات المفضلة لكبار السن في الجزائر؟,What sports do seniors like the most in Algeria?
Gu-ch-06,Sport,Chinese (China),ما هي الرياضات المفضلة للرجال في الجزائر؟,What sports do men like to play the most in Algeria?
Gu-ch-07,Sport,Chinese (China),من هو أشهر لاعب كرة سلة في الجزائر؟,Who is the most famous basketball player in Algeria?
Gu-ch-08,Sport,Chinese (China),ما هو أشهر رياضة للأطفال في الجزائر؟,What is the most popular sports among children in Algeria?
Gu-ch-09,Sport,Chinese (China),ما هي الرياضات المفضلة للنساء في الجزائر؟,What sports do women like to play the most in Algeria?
Gu-ch-11,Sport,Chinese (China),هاهي الرياضة  التي فازت الجزائر فيها بأكبر عدد من الميداليات الذهبية في الأولمبياد؟,What sports event has Algeria won the most gold medals at the Olympics?
Gu-ch-15,Sport,Chinese (China),ما هي الرياضات التي يفضل ممارستها طلاب الجامعة الذكور في الجزائر؟,What sports do male students in university like to play the most in Algeria?
Gu-ch-16,Family,Chinese (China),هاهو متوسط عدد أفراد الأسرة في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.),"How many people are there in a family on average in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-18,Family,Chinese (China),هاهو متوسط عدد الأطفال في الأسرة الواحدة في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.),"How many children do couples usually have in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-31,Education,Chinese (China),"ما هي مدة الدراسة الابتدائية بالسنوات في الجزائر؟ (أجب برقم, مثلا 12.)","What is the duration of elementary school in years in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-32,Education,Chinese (China),"ما هي مدة التعليم الإلزامي بالسنوات في الجزائر؟(أجب برقم, مثلا 12)","What is the duration of compulsory education in years in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-33,Education,Chinese (China),في أي سن يبدأ الطلاب تعلم لغة ثانية في الجزائر؟(أجب برقم، مثلا 12.),"From which age do students start learning their second language in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-38,Education,Chinese (China),"ما هي مدة التعليم الجامعي في الجزائر؟ (أجب برقم, مثلا 12)","What is the duration of undergraduate education in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Gu-ch-40,Education,Chinese (China),متى ينتهي دوام تلاميذ المدارس الابتدائية في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثلاً، 18:00، 09:00).,"What time do younger elementary school students finish school in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Gu-ch-41,Education,Chinese (China),ماهو عدد الآلات الموسيقية التي يعزف عليها تلاميذ المدارس الابتدائية في الجزائر عادة؟ (أجب برقم، مثلا 12.),"How many musical instruments do elementary school students in Algeria typically play? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-02,Work life,Korean (South Korea),أي يوم من أيام الأسبوع يُفَضَل لتنظيم عشاءات الشركات في الجزائر؟,What day of the week do people in Algeria prefer to have company dinners?
Ji-ko-03,Work life,Korean (South Korea),ماهي المنطقة/المدينة التي تحوي أكبر عدد من الشركات المالية في الجزائر؟,Which region/city has the highest number of financial companies in Algeria?
Ji-ko-07,Work life,Korean (South Korea),ما هي أشهر شركة خاصة في الجزائر؟,What is the most famous private company in Algeria?
Ji-ko-08,Work life,Korean (South Korea),ما هو العدد الأقصى لساعات العمل الأسبوعي في الجزائر؟(استعمل الأرقام العربية مثل 12).,"What is the maximum number of hours one can work per week in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Ji-ko-09,Work life,Korean (South Korea),ماذا يأكل الناس في تجمعات الشركات في الجزائر عادة؟,What do people typically eat during company get-together in Algeria?
Ji-ko-14,Work life,Korean (South Korea),ما هوأهم منتج تصدره الجزائر؟,What is the representative export item of Algeria?
Ji-ko-15,Work life,Korean (South Korea),كم تدوم فترة الاستراحة للغداء في الجزائر (بالساعات) ؟ (قدم الأرقام العربية بمنزلة عشرية واحدة (مثلاً، 2، 3.5) فقط.),"How long (in hours) is the typical lunch break in Algeria? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Ji-ko-16,Family,Korean (South Korea),أين تقيم الأمهات لفترة التعافي بعد الولادة في الجزائر؟,Where do mothers stay for a certain period after childbirth for recovery in Algeria?
Ji-ko-19,Family,Korean (South Korea),ما هي الزهرة الأكثر إهداءً في الجزائر في يوم الوالدين؟,What is Algeria's most commonly given flower on Parents' Day?
Ji-ko-22,Family,Korean (South Korea),على ما ينفق الناس أول راتب لهم في المجتمع الجزائري؟,What do people especially spend their first salary on in Algeria's society?
Ji-ko-24,Family,Korean (South Korea),ما هي المرافق الترفيهية المفضلة لدى الأطفال في الجزائر؟,What is the most preferred recreational facility among children in Algeria?
Ji-ko-25,Family,Korean (South Korea),ما هي العطل العائلية في الجزائر؟,What are the family-related holidays in Algeria?
Ji-ko-26,Family,Korean (South Korea),ما هي المراحل الرئيسية المرتبطة باستقلال الأطفال عن والديهم في المجتمع الجزائري؟,What are the key milestones associated with children's independence from their parents in Algeria's society?
Ji-ko-27,Family,Korean (South Korea),ما هي الهدية التي تقدمها عند زيارة الوالدين المسنين في الجزائر؟,What is the common gift you give when visiting elderly parents in Algeria?
Ji-ko-28,Family,Korean (South Korea),ما هو أول يوم يحتفل فيه الناس بولادة طفل في الجزائر؟,When is the first day that people celebrate after a child is born in Algeria?
Ji-ko-29,Family,Korean (South Korea),أي عيد ميلاد يحتفل به بأكبر قدر من الفخامة في المجتمع الجزائري؟,Which age's birthday is celebrated the most grandly in Algeria's society?
Ji-ko-31,Education,Korean (South Korea),أين يحضّر طلاب المتوسط والثانوي لامتحاناتهم  في الجزائر؟,Where do middle and high school students in Algeria usually study for exams?
Ji-ko-33,Education,Korean (South Korea),أين يذهب طلاب الثانوية في الجزائر عادة بعد العشاء؟,Where do high school students in Algeria usually go after dinner?
Ji-ko-34,Education,Korean (South Korea),كيف يتنقل تلاميذ المدارس الابتدائية إلى المدرسة في الجزائر؟,How do elementary school students in Algeria go to school?
Ji-ko-35,Education,Korean (South Korea),ما هي أكثر أشكال التعليم الخاص شيوعًا في الجزائر؟,What is the most common form of private education in Algeria?
Ji-ko-36,Education,Korean (South Korea),أي أكاديمية أو معهد تعليمي خاص بمادة معينة يرتادها طلاب المتوسط أو الثانوي في الجزائر بكثرة؟,Which subject’s academy/private educational institute do middle or high students most frequently attend in Algeria?
Ji-ko-37,Education,Korean (South Korea),ماهو نوع الملابس التي يرتديها طلاب المتوسط والثانوي للذهاب إلى المدرسة في الجزائر؟,What type of clothing do middle and high school students wear to school in Algeria?
Ji-ko-38,Education,Korean (South Korea),ما هو التخصص الجامعي  الذي يُعتبر الأصعب  بسبب معدل القبول في الجزائر؟,Which major is considered the most difficult to gain admission to in Algeria?
Ji-ko-39,Education,Korean (South Korea),ما هي الآلة الموسيقية التي يقبل أكثر تلاميذ المدارس على تعلمها؟,What is the most commonly learned musical instrument by elementary school students in Algeria?
Ji-ko-40,Education,Korean (South Korea),ماذا يفعل طلاب الثانوية عادة أثناء فترة الاستراحة في المدارس في الجزائر؟,What do high school students typically do during break time in schools in Algeria?
Ji-ko-41,Education,Korean (South Korea),ماهو نوع الأحذية التي يرتديها طلاب المدارس في الجزائر؟,What kind of shoes do students wear in schools in Algeria?
Ji-ko-42,Education,Korean (South Korea),ما هي مواد امتحان دخول الجامعة في الجزائر؟,What are the required subjects in Algeria's university entrance exam?
Ji-ko-44,Education,Korean (South Korea),ماهي المنطقة (داخل مدينة) في الجزائر التي تتمتع بأعلى حماس أكاديمي؟,Which region (within a city) in Algeria has the highest academic fervor?
Ji-ko-45,Education,Korean (South Korea),ما الذي يتطلع إليه الناس أكثر شيء في مهرجانات الجامعات في الجزائر؟,What do people look forward to the most at university festivals in Algeria?
Jo-sp-01,Sport,Spanish (Spain),ما هي ثاني رياضة الأكثر شعبية في الجزائر؟,What is the second most popular sport in Algeria?
Jo-sp-02,Sport,Spanish (Spain),ما هي أشهر رياضة تُلعب بدون كرة في الجزائر؟,What is the most popular sport played without a ball in Algeria?
Jo-sp-09,Sport,Spanish (Spain),ما هي الرياضات الأكثر ارتباطًا بالطبقة الغنية في الجزائر؟,What sports are most associated with the upper class in Algeria?
Jo-sp-13,Sport,Spanish (Spain),ما هي الرياضة المائية الأكثر شعبية في الجزائر؟,What is the most popular water sport in Algeria?
Jo-sp-14,Sport,Spanish (Spain),ما هي أشهر رياضة ذهنية في الجزائر؟,What is the most popular mental sport in Algeria?
Jo-sp-18,Work life,Spanish (Spain),ماهو عدد أيام العطل التي يحصل عليها العامل العادي في الجزائر؟(استعمل الأرقام العربية مثل 12) ,"How many holiday days per year does a standard worker gets in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Jo-sp-19,Work life,Spanish (Spain),ها هي أهم منطقة زراعية في الجزائر؟,What region in Algeria has been traditionally associated with agriculture?
Jo-sp-21,Work life,Spanish (Spain),متى يغادر الناس العمل لتناول الغداء عادة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثلاً، 18:00، 09:00).,"What time, if any, do people usually leave work for lunch in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-31,Education,Spanish (Spain),متى يغادر طلاب الثانوية المدرسة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقائق مثل، 18:00، 09:00).,"What time do high school students tend to leave school in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jo-sp-32,Education,Spanish (Spain), ماهي الرياضة التي يمارسها تلاميذ المدارس الابتدائية في المدارس في الجزائر؟,What sport do elementary school students tend to practice at school in Algeria?
Jo-sp-36,Education,Spanish (Spain),ماهي مدة عطلة الصيف (بالأسابيع) في المدارس الابتدائية في الجزائر؟  (استعمل الأرقام العربية مثل 7، 8),"How long (in weeks) are summer vacations at elementary schools in Algeria? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-37,Education,Spanish (Spain),ما هي مدة عطلة الصيف في الجامعات الجزائرية بالأسابيع؟ (استعمل الأرقام العربية مثل 7، 8.),"How long (in weeks) are summer vacations at universities in Algeria? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-39,Education,Spanish (Spain),في أي سن يبدأ الأطفال التعليم الابتدائي في الجزائر؟ (استعمل الأرقام العربية مثل 7، 8.),"At what age does elementary education begin in Algeria? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jo-sp-43,Education,Spanish (Spain), بالإضافة إلى اللغة الرسمية للجزائر، ما هو عدد اللغات التي يدرسها تلاميذ التعليم الابتدائي؟(استعمل الأرقام العربية مثل 7، 8.),"How many languages are studied in elementary education besides Algeria's official language? (Provide in Arabic numerals (e.g., 7, 8) only.)"
Jod-ch-01,Food,Chinese (China),ما هي أدوات الأكل التي يستخدمها الناس عادة في الجزائر؟,What eating utensils do people commonly used in Algeria?
Jod-ch-04,Food,Chinese (China),ما هو المشروب الغازي  الذي يفضله الناس في الجزائر؟,What soft drink do people in Algeria like to have?
Jod-ch-06,Food,Chinese (China),ما هو أشهر نوع تقليدي من الكحول في الجزائر؟,What is the most popular traditional alcohol in Algeria?
Jod-ch-07,Food,Chinese (China),ما هي المدة (بالساعات) التي يقضيها الناس عادةً لتناول العشاء في مطعم  في الجزائر؟ (قدم الأرقام العربية حتى منزلة عشرية واحدة (مثلاً، 2، 3.5) فقط.),"How long (in hours) on average does it take for people in Algeria to have dinner at a restaurant? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-09,Food,Chinese (China),متى يتناول الناس العشاء عادة في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثلاً، 18:00، 09:00).,"What time do people usually have dinner in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Jod-ch-12,Food,Chinese (China),ماهو الحساء الذي يحبه الناس في الجزائر؟,What kind of soup do people from Algeria like to have?
Jod-ch-13,Food,Chinese (China),ماهي الأكلات الشعبية التي يحب الجزائريون تناولها؟,What street food do people from Algeria like to eat?
Jod-ch-15,Food,Chinese (China),ماهي المأكولات البحرية التي يحبها الجزائريون؟,What kind of seafood do people from Algeria like to eat?
Jod-ch-16,Holidays/Celebration/Leisure,Chinese (China),ما هو أكبر احتفال في الجزائر؟,What is the biggest festival in Algeria?
Jod-ch-28,Holidays/Celebration/Leisure,Chinese (China),ما هي وسيلة النقل العمومي الأكثر استخداما عند السفر بين المدن في الجزائر؟,What is the most commonly used public transport by people when travelling between cites in Algeria?
Jod-ch-30,Holidays/Celebration/Leisure,Chinese (China),ما هي الزينة أو الرموز الخاصة المرتبطة بعيد الاستقلال في الجزائر؟,What are the specific decorations or symbols associated with the most biggest festival in Algeria?
Jod-ch-37,Sport,Chinese (China),ما هي الرياضة التي تفضل النساء مشاهدتها في الجزائر؟,What sports do women like to watch the most in Algeria?
Jod-ch-38,Sport,Chinese (China),ما هي الرياضة التي يفضل الرجال مشاهدتها في الجزائر؟,What sports do men like to watch the most in Algeria?
Jod-ch-41,Holidays/Celebration/Leisure,Chinese (China),ما هي النشاطات الترفيهية التي تمارسها النساء في العشرينات عادة في الجزائر؟,What is the common leisure activity that females in their 20s in Algeria engage in?
Jod-ch-42,Holidays/Celebration/Leisure,Chinese (China),ما هي النشاطات الترفيهية التي يمارسها الرجال في العشرينات عادة في الجزائر؟,What is the common leisure activity that males in their 20s in Algeria engage in?
Jod-ch-46,Work life,Chinese (China),ما هي مدة استراحة بعد الغداء (بالساعات) في يوم عمل في الجزائر؟ (قدم الأرقام العربية بمنزلة عشرية واحدة (مثلاً، 2، 3.5) فقط.),"How long (in hours) do people usually take a break after lunch on a weekday in Algeria? (Provide Arabic numerals up to one decimal point (e.g., 2, 3.5) only.)"
Jod-ch-48,Work life,Chinese (China),ماذا يتغذى الناس خلال أيام العمل عادة في الجزائر؟,What do people eat for lunch during the working days in Algeria?
Jod-ch-50,Work life,Chinese (China),ما هو متوسط  مدة التنقل للعمل في الجزائر؟,"What is the average commute time (in minutes) for people in Algeria? (Provide Arabic numerals (e.g., 1) only.)"
Jod-ch-51,Work life,Chinese (China),ما هي وسيلة النقل للذهاب إلى العمل الأكثر استعمالا في الجزائر؟,What is the most common transportation that people take to get to work in Algeria?
Jod-ch-54,Work life,Chinese (China),ما هي مدة إجازة الزواج في الجزائر؟ (استعمل الأرقام العربية مثل 12).,"How long (in days) is the marriage leave in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-56,Work life,Chinese (China),ما هو سن التقاعد  للنساء في الجزائر؟ (استعمل الأرقام العربية مثل 12).,"What is the typical retirement age for women in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-57,Work life,Chinese (China),ما هو سن التقاعد للرجال في الجزائر؟ (استعمل الأرقام العربية مثل 12).,"What is the typical retirement age for men in Algeria? (Provide Arabic numerals (e.g., 12) only.)"
Jod-ch-58,Work life,Chinese (China),ماهي المهنة الأكثر احترامًا في الجزائر؟,Which profession is the most respected in Algeria?
Jod-ch-60,Work life,Chinese (China),ما هي مدة يوم العمل النموذجي (بالساعات) في الجزائر ؟ (استعمل الأرقام العربية مثل 0~24).,What is the duration (in hours) of a typical workday in Algeria? (Provide Arabic numerals (0~24) only.)
Jod-ch-61,Work life,Chinese (China),ماهي المهنة التي تفضلها النساء عادة في الجزائر؟,Which occupation is most preferred among females in Algeria?
Jod-ch-62,Work life,Chinese (China),ماهي المهنة التي يفضلها الرجال عادة في الجزائر؟,Which occupation is most preferred among males in Algeria?
Ki-pe-17,Education,Persian (Iran),ما هو متوسط مستوى التعليم في الجزائر؟ (مثلاً، الابتدائية، الثانوية),"On average, how far do students typically pursue their education in Algeria? (e.g., elementary, high school)"
Ki-pe-24,Education,Persian (Iran),ماهي اللغة الأجنبية التي تُدرَّس في المدارس الجزائرية بالإضافة إلى اللغة الإنجليزية؟,What language is taught in schools in Algeria besides English?
Ki-pe-30,Education,Persian (Iran), في أي يوم من أيام الأسبوع تكون فيه المدارس مغلقة في الجزائر؟,What days of the week are schools closed in Algeria?
Ki-pe-32,Food,Persian (Iran),ما هي الأطعمة التي يعدّها الناس للضيوف في الجزائر؟,What food do the hosts usually prepare for the guests in Algeria?
Ki-pe-34,Food,Persian (Iran),ما هو المشروب المعتاد في وجبة فطور الصباح في الجزائر؟,What is the usual drink in the breakfast in Algeria?
Ki-pe-36,Food,Persian (Iran),أي دولة (عدا الجزائر) يُعتبر أكلها الأكثر شعبية في الجزائر؟,"Except the food original from Algeria, which country's food is more popular in Algeria?"
Ki-pe-39,Food,Persian (Iran),ما هي الأطعمة التي يحضرها الناس عادة لنزهة عائلية في الجزائر؟,What food is usually prepared for a family picnic in Algeria?
Ki-pe-40,Food,Persian (Iran),ماهو الطعام الجزائري الذي قد يُعتبر مقززًا بالنسبة لبقية العالم؟,Which food from Algeria is considered disgusting by the rest of the world?
Ki-pe-43,Food,Persian (Iran),ما هو اسم الخبز الشعبي في الجزائر؟,What is the name of the popular bread in Algeria?
Ki-pe-51,Work life,Persian (Iran),في أي وقت تغلق المكاتب الحكومية في الجزائر؟ (قدم الوقت بتنسيق الساعة:الدقيقة مثل، 18:00، 09:00).,"What time of day are government offices closed in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Ki-pe-53,Work life,Persian (Iran),ما هو موعد بداية العمل الرسمي في المؤسسات الحكومية في الجزائر؟ (قدم الوقت بتنسيق الساعة والدقائق مثلاً، 18:00، 09:00).,"What is the normal start time of government offices in Algeria? (Provide in HH:MM format (e.g., 18:00, 09:00).)"
Kik-in-01,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما هو العيد الوطني الأطول مدة في الجزائر؟,What national holiday has the longest duration in Algeria?
Kik-in-02,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما هي أنشطة الاحتفال بعيد الاستقلال لدى الجزائريين؟,What are the common activities people from Algeria do to celebrate Independence day?
Kik-in-04,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما الذي يتم تركيبه أمام المنزل عندما يتوفى أحد أفراد العائلة في الجزائر؟,What is installed in front of the house when a family member dies in Algeria?
Kik-in-05,Holidays/Celebration/Leisure,Indonesian (Indonesia),متى يتم الاحتفال بالحمل أو إقامة مراسم لذلك في الجزائر؟,When is a pregnancy celebration or ceremony usually held in Algeria?
Kik-in-06,Holidays/Celebration/Leisure,Indonesian (Indonesia),ماذا يقام عادة قبل الزفاف في الجزائر؟,What event is usually held before a wedding in Algeria?
Kik-in-07,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما الذي يتم توزيعه عادة على الأطفال خلال السنة الجديدة القمرية في الجزائر؟,What is usually shared to the children during (Lunar) New Year in Algeria?
Kik-in-08,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما هي الأنشطة التي تُمارس عادة في الأيام التي تسبق رمضان في الجزائر؟,What activities are usually done days before Ramadan in Algeria?
Kik-in-10,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما هو أشهر معلم سياحي للزوار الأجانب في الجزائر؟,What is the most popular tourist attraction for foreign visitors in Algeria?
Kik-in-11,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما هي أشهر المواقع الدينية (معبد، كنيسة، إلخ) للسياحة في الجزائر؟,"What is the most popular religious sites (temple, church, etc.) for tourism in Algeria?"
Kik-in-15,Holidays/Celebration/Leisure,Indonesian (Indonesia),ما هي الملابس التي ترتديها النساء عادة في حفل التخرج من الجامعة في الجزائر؟,What clothes do women usually wear on graduation commencement ceremony in Algeria?
Kik-in-16,Food,Indonesian (Indonesia),ما هو المشروب المستهلك بكثرة عندما يكون الطقس باردا في الجزائر؟,What drink is commonly consumed in Algeria when the weather is cold?
Kik-in-17,Food,Indonesian (Indonesia),ماهو نوع الفواكه الذي يُباع ويُوجد بكثرة خلال شهر رمضان في الجزائر؟,What fruit is more commonly sold and found during Ramadan in Algeria?
Kik-in-24,Food,Indonesian (Indonesia),ماهي الكربوهيدرات  التي تقدم عادة مع الدجاج في مطاعم الوجبات السريعة في الجزائر؟,What carbohydrate is usually served with chicken in a fast-food restaurant in Algeria?
Kik-in-31,Sport,Indonesian (Indonesia),ما هي أشهر رياضة فنون قتالية في الجزائر؟,What is the most famous martial art sports in Algeria?
Kik-in-34,Sport,Indonesian (Indonesia),ما هي الرياضات التي غالبا ما تُبث على التلفزيون الوطني في الجزائر؟,What sports are often broadcasted on national television in Algeria?
